Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scores_archaea_odb10	Scores_bacteria_odb10	Scores_eukaryota_odb10	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
Bacillus_anthracis_str__A0465_GCA_000181995.LargeContigs.fna	bacillales_odb10	91.3	90.2	1.1	1.6	7.1	450	C:19.5%[S:18.0%,D:1.5%],F:5.2%,M:75.3%,n:194	C:79.8%[S:75.8%,D:4.0%],F:2.4%,M:17.8%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	182151	182151	0.000%	57
Bacillus_anthracis_str__Australia_94_GCA_000167335.LargeContigs.fna	bacillales_odb10	96.9	95.3	1.6	1.6	1.5	450	C:19.5%[S:18.0%,D:1.5%],F:7.2%,M:73.3%,n:194	C:92.7%[S:88.7%,D:4.0%],F:4.0%,M:3.3%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	240598	240598	0.000%	49
Bacillus_anthracis_str__Sen2Col2_GCA_000359425.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	482552	482552	0.001%	44
Bacillus_anthracis_NZ_CP015779.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5227292	5227274	0.000%	3
Bacillus_anthracis_str__Ames_NC_003997.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5227293	5227293	0.000%	1
Bacillus_anthracis_str__A1055_GCA_000167255.LargeContigs.fna	bacillales_odb10	98.0	96.9	1.1	0.7	1.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:98.4%[S:94.4%,D:4.0%],F:0.8%,M:0.8%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	263928	263928	0.000%	42
Bacillus_cereus_95_8201_NZ_CM000727.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.2	0.5	450	C:21.1%[S:19.6%,D:1.5%],F:5.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5584055	111595	0.409%	1
Bacillus_anthracis_NZ_CP009902.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.7	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5321900	5321900	0.000%	3
Bacillus_anthracis_NZ_CP012729.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5227092	5227092	0.000%	1
Bacillus_anthracis_NZ_CP007704.LargeContigs.fna	bacillales_odb10	98.9	98.0	0.9	0.7	0.4	450	C:20.1%[S:18.6%,D:1.5%],F:6.2%,M:73.7%,n:194	C:98.4%[S:94.4%,D:4.0%],F:0.8%,M:0.8%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5230053	5228053	0.073%	3
Bacillus_cereus_GCA_001008645.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:19.1%[S:17.0%,D:2.1%],F:6.2%,M:74.7%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	304217	144628	0.031%	70
Bacillus_cereus_03BB108_GCA_000181655.LargeContigs.fna	bacillales_odb10	86.2	85.3	0.9	1.3	12.5	450	C:17.5%[S:16.5%,D:1.0%],F:4.1%,M:78.4%,n:194	C:70.9%[S:66.9%,D:4.0%],F:2.4%,M:26.7%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	218340	218340	0.000%	66
Bacillus_cereus_GCA_001982845.LargeContigs.fna	bacillales_odb10	99.8	98.7	1.1	0.0	0.2	450	C:19.6%[S:17.5%,D:2.1%],F:7.2%,M:73.2%,n:194	C:100.0%[S:96.0%,D:4.0%],F:0.0%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.2%,M:94.1%,n:255	226653	204992	0.024%	77
Bacillus_cereus_03BB108_NZ_CP009641.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.2	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.2%,M:73.7%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	5342933	5342933	0.000%	8
Bacillus_anthracis_str__Turkey32_NZ_CP009315.LargeContigs.fna	bacillales_odb10	98.7	97.8	0.9	1.1	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:98.4%[S:94.4%,D:4.0%],F:1.6%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5228731	5228725	0.000%	3
Bacillus_anthracis_NZ_CP012723.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5228656	5228656	0.000%	1
Bacillus_thuringiensis_NZ_CP009720.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:20.6%[S:19.1%,D:1.5%],F:5.7%,M:73.7%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5213295	5213295	0.000%	4
Bacillus_cereus_GCA_001936485.LargeContigs.fna	bacillales_odb10	98.7	97.1	1.6	0.4	0.9	450	C:19.5%[S:18.0%,D:1.5%],F:6.2%,M:74.3%,n:194	C:98.4%[S:91.9%,D:6.5%],F:1.6%,M:0.0%,n:124	C:4.7%[S:3.9%,D:0.8%],F:1.6%,M:93.7%,n:255,E:8.3%	580373	580373	0.000%	16
Bacillus_anthracis_str__BF1_GCA_000295695.LargeContigs.fna	bacillales_odb10	97.3	96.4	0.9	1.8	0.9	450	C:19.6%[S:18.6%,D:1.0%],F:6.2%,M:74.2%,n:194	C:97.5%[S:93.5%,D:4.0%],F:2.4%,M:0.1%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	331325	331325	0.000%	56
Bacillus_anthracis_NZ_CP009464.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.7	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5230088	5230088	0.000%	3
Bacillus_thuringiensis_serovar_andalousiensis_BGSC_4AW1_NZ_CM000754.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5488844	79597	0.470%	1
Bacillus_anthracis_NZ_CP012724.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5227094	5227094	0.000%	1
Bacillus_anthracis_str__Vollum_NZ_CP007666.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.2%,M:73.7%,n:194	C:98.4%[S:94.4%,D:4.0%],F:0.8%,M:0.8%,n:124	C:4.3%[S:3.9%,D:0.4%],F:2.0%,M:93.7%,n:255,E:9.1%	5229469	5229469	0.000%	3
Bacillus_anthracis_NZ_CP018903.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.7	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5227565	5227565	0.000%	3
Bacillus_anthracis_GCA_000793525.LargeContigs.fna	bacillales_odb10	98.9	98.0	0.9	0.7	0.4	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:98.4%[S:94.4%,D:4.0%],F:1.6%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	1162570	126814	0.029%	37
Bacillus_anthracis_str__A0389_GCA_000219895.LargeContigs.fna	bacillales_odb10	91.8	91.1	0.7	1.1	7.1	450	C:19.5%[S:18.0%,D:1.5%],F:5.7%,M:74.8%,n:194	C:83.8%[S:79.8%,D:4.0%],F:2.4%,M:13.8%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	146699	146699	0.000%	68
Bacillus_anthracis_GCA_001278445.LargeContigs.fna	bacillales_odb10	84.0	83.8	0.2	9.3	6.7	450	C:16.5%[S:15.5%,D:1.0%],F:9.8%,M:73.7%,n:194	C:89.5%[S:88.7%,D:0.8%],F:8.1%,M:2.4%,n:124	C:3.9%[S:3.5%,D:0.4%],F:2.7%,M:93.4%,n:255,E:20.0%	285522	285522	0.000%	52
Bacillus_cereus_GCA_001901235.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.2	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.2%,M:73.7%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.2%,M:94.1%,n:255	397081	397081	0.000%	56
Bacillus_cereus_E33L_NC_006274.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:20.1%[S:18.0%,D:2.1%],F:6.2%,M:73.7%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5300915	5300915	0.000%	6
Bacillus_anthracis_str__UR_1_GCA_000292565.LargeContigs.fna	bacillales_odb10	94.5	93.6	0.9	4.0	1.5	450	C:18.0%[S:16.5%,D:1.5%],F:7.7%,M:74.3%,n:194	C:93.5%[S:89.5%,D:4.0%],F:4.8%,M:1.7%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	112260	112260	0.000%	109
Bacillus_cereus_GCA_001913305.LargeContigs.fna	bacillales_odb10	99.6	98.9	0.7	0.2	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.2%,M:73.7%,n:194	C:99.2%[S:96.0%,D:3.2%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.2%,M:94.1%,n:255	75165	75165	0.002%	130
Bacillus_anthracis_CP008853.LargeContigs.fna	bacillales_odb10	95.6	94.9	0.7	3.3	1.1	450	C:18.5%[S:17.5%,D:1.0%],F:7.7%,M:73.8%,n:194	C:95.9%[S:92.7%,D:3.2%],F:3.2%,M:0.9%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5227170	5227170	0.000%	1
Bacillus_anthracis_NZ_CP010342.LargeContigs.fna	bacillales_odb10	99.4	98.7	0.7	0.4	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5227435	872836	0.567%	2
Bacillus_cereus_GCA_001913395.LargeContigs.fna	bacillales_odb10	99.7	98.4	1.3	0.0	0.3	450	C:19.6%[S:17.5%,D:2.1%],F:6.7%,M:73.7%,n:194	C:100.0%[S:95.2%,D:4.8%],F:0.0%,M:0.0%,n:124	C:4.3%[S:3.9%,D:0.4%],F:1.2%,M:94.5%,n:255	119203	112125	0.013%	95
Bacillus_anthracis_GCA_900014375.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	132346	132346	0.000%	85
Bacillus_anthracis_GCA_001272985.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.7	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	1162096	1162096	0.000%	36
Bacillus_anthracis_GCA_000697515.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	440320	440320	0.000%	31
Bacillus_anthracis_NZ_CP008752.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.7	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5229650	5226643	0.057%	1
Bacillus_thuringiensis_NZ_CP009335.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.7%[S:18.6%,D:2.1%],F:5.7%,M:73.6%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5232696	5232696	0.000%	5
Bacillus_cereus_GCA_001286825.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:19.5%[S:18.0%,D:1.5%],F:7.2%,M:73.3%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	14454	14454	0.000%	793
Bacillus_anthracis_str__Vollum_GCA_000167275.LargeContigs.fna	bacillales_odb10	96.9	96.0	0.9	1.6	1.5	450	C:19.0%[S:17.5%,D:1.5%],F:6.7%,M:74.3%,n:194	C:94.3%[S:90.3%,D:4.0%],F:3.2%,M:2.5%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	382062	382062	0.000%	52
Bacillus_anthracis_str__A16R_CP001974.LargeContigs.fna	bacillales_odb10	95.4	94.7	0.7	3.6	1.0	450	C:18.5%[S:17.0%,D:1.5%],F:7.7%,M:73.8%,n:194	C:95.9%[S:92.7%,D:3.2%],F:4.0%,M:0.1%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5227683	5227683	0.000%	2
Bacillus_anthracis_NZ_CP009981.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5227467	5227467	0.000%	3
Bacillus_cereus_GCA_001044585.LargeContigs.fna	bacillales_odb10	98.9	98.0	0.9	0.7	0.4	450	C:19.1%[S:17.0%,D:2.1%],F:6.2%,M:74.7%,n:194	C:97.5%[S:93.5%,D:4.0%],F:2.4%,M:0.1%,n:124	C:4.3%[S:3.9%,D:0.4%],F:2.0%,M:93.7%,n:255	32259	32259	0.002%	320
Bacillus_cereus_GCA_001583855.LargeContigs.fna	bacillales_odb10	99.3	94.0	5.3	0.2	0.5	450	C:20.1%[S:16.5%,D:3.6%],F:7.2%,M:72.7%,n:194	C:99.1%[S:93.5%,D:5.6%],F:0.8%,M:0.1%,n:124	C:4.7%[S:3.5%,D:1.2%],F:1.6%,M:93.7%,n:255	78469	78469	0.000%	204
Bacillus_anthracis_str__Carbosap_GCA_000310045.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.3%[S:3.9%,D:0.4%],F:2.0%,M:93.7%,n:255,E:9.1%	1198247	1198247	0.000%	21
Bacillus_anthracis_GCA_000783035.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	1161725	205245	0.030%	35
Bacillus_cereus_LCT_BC25_GCA_000440035.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:20.7%[S:18.6%,D:2.1%],F:6.2%,M:73.1%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.2%,M:94.1%,n:255	4415576	396544	1.156%	7
Bacillus_anthracis_NZ_CP009697.LargeContigs.fna	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:96.0%,D:3.2%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5213209	5213209	0.000%	3
Bacillus_cereus_03BB102_NC_012472.LargeContigs.fna	bacillales_odb10	99.5	98.4	1.1	0.0	0.5	450	C:20.1%[S:18.0%,D:2.1%],F:6.2%,M:73.7%,n:194	C:100.0%[S:96.0%,D:4.0%],F:0.0%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	5269628	5269628	0.000%	2
Bacillus_anthracis_GCA_000743805.LargeContigs.fna	bacillales_odb10	98.9	98.0	0.9	0.7	0.4	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5184202	3901845	0.026%	3
Bacillus_anthracis_str__SVA11_NZ_CP006742.LargeContigs.fna	bacillales_odb10	98.9	98.0	0.9	0.7	0.4	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5210966	5210966	0.000%	3
Bacillus_anthracis_str__Sterne_NC_005945.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5228663	5228663	0.000%	1
Bacillus_anthracis_GCA_001015005.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	76756	76756	0.000%	124
Bacillus_thuringiensis_NZ_CP010088.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:20.1%[S:18.0%,D:2.1%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	5235838	5235838	0.000%	2
Bacillus_anthracis_GCA_001273065.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	226774	226774	0.000%	69
Bacillus_cereus_BGSC_6E1_NZ_CM000716.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.0	0.4	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:100.0%[S:96.0%,D:4.0%],F:0.0%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	5730178	63170	0.353%	1
Bacillus_thuringiensis_NZ_CP009600.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.0	0.4	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:100.0%[S:96.0%,D:4.0%],F:0.0%,M:0.0%,n:124	C:4.3%[S:3.9%,D:0.4%],F:2.0%,M:93.7%,n:255	5256240	5256240	0.000%	2
Bacillus_anthracis_GCA_001273025.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	1162010	1162010	0.000%	32
Bacillus_anthracis_str__A16_NZ_CP001970.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5228842	5228842	0.000%	3
Bacillus_anthracis_str__Tsiankovskii_I_GCA_000181675.LargeContigs.fna	bacillales_odb10	88.4	84.4	4.0	2.0	9.6	450	C:18.5%[S:13.9%,D:4.6%],F:5.7%,M:75.8%,n:194	C:77.4%[S:68.5%,D:8.9%],F:2.4%,M:20.2%,n:124	C:4.7%[S:3.9%,D:0.8%],F:1.6%,M:93.7%,n:255,E:8.3%	223714	223714	0.000%	56
Bacillus_cereus_AH820_NC_011773.LargeContigs.fna	bacillales_odb10	98.3	97.6	0.7	0.9	0.8	450	C:21.1%[S:19.6%,D:1.5%],F:4.6%,M:74.3%,n:194	C:99.2%[S:96.0%,D:3.2%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5302683	5302683	0.000%	4
Bacillus_anthracis_GCA_001015025.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	401457	401457	0.000%	36
Escherichia_coli_DEC13A_GCA_000250315.LargeContigs.fna	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	C:21.1%[S:20.6%,D:0.5%],F:5.2%,M:73.7%,n:194	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:124	C:4.3%[S:3.9%,D:0.4%],F:2.0%,M:93.7%,n:255	308057	308057	0.000%	37
Escherichia_coli_GCA_001269245.LargeContigs.fna	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	C:20.6%[S:20.1%,D:0.5%],F:5.2%,M:74.2%,n:194	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:124	C:4.3%[S:3.9%,D:0.4%],F:2.0%,M:93.7%,n:255	250288	250288	0.000%	61
Escherichia_coli_UMN026.LargeContigs.fna	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	C:22.1%[S:21.6%,D:0.5%],F:4.6%,M:73.3%,n:194	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	5202090	5202090	0.000%	1
Escherichia_coli_GCA_000798595.LargeContigs.fna	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	C:20.6%[S:20.1%,D:0.5%],F:5.7%,M:73.7%,n:194	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	199292	199292	0.000%	82
Escherichia_coli_DEC13B_GCA_000250335.LargeContigs.fna	enterobacterales_odb10	99.8	99.1	0.7	0.2	0.0	440	C:20.6%[S:20.1%,D:0.5%],F:5.7%,M:73.7%,n:194	C:99.2%[S:99.2%,D:0.0%],F:0.8%,M:0.0%,n:124	C:4.3%[S:3.9%,D:0.4%],F:2.0%,M:93.7%,n:255	219357	219357	0.000%	53
Escherichia_coli_GCA_000781075.LargeContigs.fna	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	C:21.6%[S:21.1%,D:0.5%],F:4.6%,M:73.8%,n:194	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:124	C:3.9%[S:3.5%,D:0.4%],F:2.4%,M:93.7%,n:255	234327	159134	0.069%	54
